255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
255	255	255
253.787878787879	255	254.969696969697
252.575757575758	255	254.939393939394
251.363636363636	255	254.909090909091
250.151515151515	255	254.878787878788
248.939393939394	255	254.848484848485
247.727272727273	255	254.818181818182
246.515151515152	255	254.787878787879
245.303030303030	255	254.757575757576
244.090909090909	255	254.727272727273
242.878787878788	255	254.696969696970
241.666666666667	255	254.666666666667
240.454545454545	255	254.636363636364
239.242424242424	255	254.606060606061
238.030303030303	255	254.575757575758
236.818181818182	255	254.545454545455
235.606060606061	255	254.515151515152
234.393939393939	255	254.484848484848
233.181818181818	255	254.454545454545
231.969696969697	255	254.424242424242
230.757575757576	255	254.393939393939
229.545454545455	255	254.363636363636
228.333333333333	255	254.333333333333
227.121212121212	255	254.303030303030
225.909090909091	255	254.272727272727
224.696969696970	255	254.242424242424
223.484848484848	255	254.212121212121
222.272727272727	255	254.181818181818
221.060606060606	255	254.151515151515
219.848484848485	255	254.121212121212
218.636363636364	255	254.090909090909
217.424242424242	255	254.060606060606
216.212121212121	255	254.030303030303
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
215	255	254
208.575757575758	250.696969696970	251.030303030303
202.151515151515	246.393939393939	248.060606060606
195.727272727273	242.090909090909	245.090909090909
189.303030303030	237.787878787879	242.121212121212
182.878787878788	233.484848484849	239.151515151515
176.454545454545	229.181818181818	236.181818181818
170.030303030303	224.878787878788	233.212121212121
163.606060606061	220.575757575758	230.242424242424
157.181818181818	216.272727272727	227.272727272727
150.757575757576	211.969696969697	224.303030303030
144.333333333333	207.666666666667	221.333333333333
137.909090909091	203.363636363636	218.363636363636
131.484848484848	199.060606060606	215.393939393939
125.060606060606	194.757575757576	212.424242424242
118.636363636364	190.454545454545	209.454545454545
112.212121212121	186.151515151515	206.484848484848
